"","Jurisdiction","Date","New.Cases","X7.day.Average.New.Cases","Cumulative.cases","Population..2018.","New.Case.Rate","X7.Day.Average.New.Case.Rate","Cumulative.Case.Rate","County.FIPS.Code","Longitude","Latitude","Georeferenced.Lat...Long","Date_adj","phase","phase2"
"259","Clinton",2020-07-01,0,0.9,80,38684,0,2.2,206.8,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-06-17,"green","green"
"260","Centre",2020-07-24,8,5,313,162805,4.9,3.1,192.3,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-07-10,"green","green"
"276","Centre",2020-03-14,0,0,0,162805,0,0,0,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-02-29,"pop","base"
"285","Mifflin",2020-06-15,1,0.1,62,46222,2.2,0.3,134.1,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-06-01,"green","green"
"289","Blair",2020-04-13,1,0.9,13,122492,0.8,0.7,10.6,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-03-30,"red","red"
"309","Huntingdon",2020-05-24,0,1.7,228,45168,0,3.8,504.8,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-05-10,"yellow","yellow"
"321","Mifflin",2020-03-27,0,0,0,46222,0,0,0,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-03-13,"red","pop"
"338","Centre",2020-04-15,1,2.1,81,162805,0.6,1.3,49.8,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-04-01,"red","red"
"358","Huntingdon",2020-05-17,1,3.6,216,45168,2.2,7.9,478.2,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-05-03,"yellow","red"
"371","Blair",2020-08-02,9,8.1,233,122492,7.3,6.6,190.2,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-07-19,"green","green"
"372","Union",2020-04-21,1,0.4,24,44785,2.2,1,53.6,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-04-07,"red","red"
"381","Clinton",2020-05-15,0,0.4,44,38684,0,1.1,113.7,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-05-01,"yellow","red"
"394","Centre",2020-08-25,5,3.4,434,162805,3.1,2.1,266.6,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-08-11,"return","green"
"406","Blair",2020-08-12,3,6.9,304,122492,2.4,5.6,248.2,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-07-29,"green","green"
"416","Mifflin",2020-05-05,2,1.6,48,46222,4.3,3.4,103.8,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-04-21,"red","red"
"494","Huntingdon",2020-04-15,0,0.6,12,45168,0,1.3,26.6,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-04-01,"red","red"
"517","Clinton",2020-06-09,0,0.1,61,38684,0,0.4,157.7,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-05-26,"green","yellow"
"520","Blair",2020-07-11,1,2.3,100,122492,0.8,1.9,81.6,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-06-27,"green","green"
"566","Union",2020-05-30,0,0.7,58,44785,0,1.6,129.5,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-05-16,"green","yellow"
"567","Clinton",2020-07-06,0,0.4,81,38684,0,1.1,209.4,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-06-22,"green","green"
"583","Blair",2020-03-01,0,NA,0,122492,0,NA,0,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-02-16,"base","base"
"593","Blair",2020-08-17,3,8.9,359,122492,2.4,7.2,293.1,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-08-03,"return","green"
"595","Centre",2020-03-28,8,3.9,28,162805,4.9,2.4,17.2,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-03-14,"red","pop"
"601","Union",2020-04-08,4,1.3,13,44785,8.9,2.9,29,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-03-25,"red","local"
"611","Clinton",2020-08-02,0,0.7,115,38684,0,1.8,297.3,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-07-19,"green","green"
"621","Blair",2020-05-04,0,0.9,29,122492,0,0.7,23.7,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-04-20,"red","red"
"635","Centre",2020-03-29,1,3.7,29,162805,0.6,2.3,17.8,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-03-15,"red","pop"
"659","Union",2020-03-22,0,0,0,44785,0,0,0,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-03-08,"local","pop"
"681","Huntingdon",2020-03-21,0,0,0,45168,0,0,0,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-03-07,"local","pop"
"712","Mifflin",2020-03-12,0,0,0,46222,0,0,0,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-02-27,"pop","base"
"723","Mifflin",2020-04-16,3,1.3,18,46222,6.5,2.8,38.9,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-04-02,"red","red"
"739","Clearfield",2020-03-05,0,NA,0,79388,0,NA,0,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-02-20,"base","base"
"741","Huntingdon",2020-03-05,0,NA,0,45168,0,NA,0,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-02-20,"base","base"
"801","Centre",2020-06-18,3,1.3,179,162805,1.8,0.8,109.9,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-06-04,"green","green"
"807","Clearfield",2020-03-20,0,0,0,79388,0,0,0,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-03-06,"local","pop"
"809","Centre",2020-08-08,3,2.7,375,162805,1.8,1.7,230.3,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-07-25,"green","green"
"833","Mifflin",2020-03-02,0,NA,0,46222,0,NA,0,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-02-17,"base","base"
"850","Mifflin",2020-05-29,1,0.3,61,46222,2.2,0.6,132,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-05-15,"green","yellow"
"861","Blair",2020-07-01,2,1,79,122492,1.6,0.8,64.5,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-06-17,"green","green"
"873","Union",2020-08-02,2,6.9,174,44785,4.5,15.3,388.5,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-07-19,"green","green"
"910","Mifflin",2020-03-07,0,NA,0,46222,0,NA,0,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-02-22,"pop","base"
"934","Huntingdon",2020-04-03,1,0.4,4,45168,2.2,0.9,8.9,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-03-20,"red","local"
"947","Clinton",2020-03-31,0,0,0,38684,0,0,0,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-03-17,"red","pop"
"984","Union",2020-05-20,4,2.3,52,44785,8.9,5.1,116.1,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-05-06,"yellow","red"
"1006","Blair",2020-04-12,1,0.7,12,122492,0.8,0.6,9.8,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-03-29,"red","red"
"1010","Union",2020-06-21,0,0.7,89,44785,0,1.6,198.7,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-06-07,"green","green"
"1013","Huntingdon",2020-03-18,0,0,0,45168,0,0,0,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-03-04,"local","base"
"1020","Union",2020-03-03,0,NA,0,44785,0,NA,0,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-02-18,"base","base"
"1024","Clearfield",2020-06-16,0,1.1,60,79388,0,1.4,75.6,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-06-02,"green","green"
"1050","Mifflin",2020-07-17,2,1.3,83,46222,4.3,2.8,179.6,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-07-03,"green","green"
"1057","Mifflin",2020-08-26,6,2.7,152,46222,13,5.9,328.8,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-08-12,"return","green"
"1105","Blair",2020-06-16,0,0.3,56,122492,0,0.2,45.7,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-06-02,"green","green"
"1106","Clearfield",2020-06-27,0,0.7,74,79388,0,0.9,93.2,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-06-13,"green","green"
"1112","Huntingdon",2020-07-12,2,0.9,261,45168,4.4,1.9,577.8,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-06-28,"green","green"
"1114","Union",2020-07-30,1,2.4,134,44785,2.2,5.4,299.2,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-07-16,"green","green"
"1116","Blair",2020-03-07,0,NA,0,122492,0,NA,0,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-02-22,"pop","base"
"1118","Clearfield",2020-07-06,3,1.1,82,79388,3.8,1.4,103.3,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-06-22,"green","green"
"1180","Clearfield",2020-06-05,1,1,49,79388,1.3,1.3,61.7,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-05-22,"green","yellow"
"1205","Clearfield",2020-04-06,0,0.4,7,79388,0,0.5,8.8,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-03-23,"red","local"
"1226","Blair",2020-03-20,0,0,0,122492,0,0,0,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-03-06,"local","pop"
"1229","Clearfield",2020-04-17,0,0.1,14,79388,0,0.2,17.6,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-04-03,"red","red"
"1244","Blair",2020-06-11,1,0.1,55,122492,0.8,0.1,44.9,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-05-28,"green","yellow"
"1263","Mifflin",2020-06-19,0,0.3,63,46222,0,0.6,136.3,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-06-05,"green","green"
"1273","Centre",2020-07-20,5,6,295,162805,3.1,3.7,181.2,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-07-06,"green","green"
"1281","Clearfield",2020-07-16,2,2.1,102,79388,2.5,2.7,128.5,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-07-02,"green","green"
"1308","Union",2020-07-01,2,0.6,95,44785,4.5,1.3,212.1,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-06-17,"green","green"
"1318","Huntingdon",2020-06-30,0,1.6,252,45168,0,3.5,557.9,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-06-16,"green","green"
"1319","Mifflin",2020-08-09,0,1.6,121,46222,0,3.4,261.8,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-07-26,"green","green"
"1327","Centre",2020-06-01,0,1.1,157,162805,0,0.7,96.4,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-05-18,"green","yellow"
"1351","Blair",2020-05-10,1,0.6,33,122492,0.8,0.5,26.9,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-04-26,"yellow","red"
"1352","Clearfield",2020-05-19,0,0.3,35,79388,0,0.4,44.1,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-05-05,"yellow","red"
"1362","Huntingdon",2020-03-01,0,NA,0,45168,0,NA,0,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-02-16,"base","base"
"1377","Union",2020-05-27,0,0.6,56,44785,0,1.3,125,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-05-13,"yellow","yellow"
"1386","Clinton",2020-05-02,0,1.6,34,38684,0,4.1,87.9,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-04-18,"red","red"
"1389","Clearfield",2020-07-30,8,3,134,79388,10.1,3.8,168.8,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-07-16,"green","green"
"1403","Huntingdon",2020-07-17,1,1.6,269,45168,2.2,3.5,595.6,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-07-03,"green","green"
"1413","Clinton",2020-06-16,0,0.4,64,38684,0,1.1,165.4,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-06-02,"green","green"
"1419","Clinton",2020-06-02,0,0.7,60,38684,0,1.8,155.1,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-05-19,"green","yellow"
"1432","Mifflin",2020-04-13,0,1.1,14,46222,0,2.5,30.3,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-03-30,"red","red"
"1438","Blair",2020-04-19,1,0.6,16,122492,0.8,0.5,13.1,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-04-05,"red","red"
"1466","Clearfield",2020-04-02,1,0.4,5,79388,1.3,0.5,6.3,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-03-19,"red","local"
"1490","Mifflin",2020-03-15,0,0,0,46222,0,0,0,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-03-01,"pop","base"
"1496","Huntingdon",2020-04-30,2,3,42,45168,4.4,6.6,93,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-04-16,"red","red"
"1498","Huntingdon",2020-05-29,2,0.4,230,45168,4.4,0.9,509.2,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-05-15,"green","yellow"
"1527","Union",2020-04-04,1,0.9,7,44785,2.2,1.9,15.6,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-03-21,"red","local"
"1536","Clearfield",2020-07-21,1,1.3,109,79388,1.3,1.6,137.3,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-07-07,"green","green"
"1573","Centre",2020-07-07,3,3.9,234,162805,1.8,2.4,143.7,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-06-23,"green","green"
"1574","Mifflin",2020-05-15,1,0.7,58,46222,2.2,1.5,125.5,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-05-01,"yellow","red"
"1575","Clinton",2020-05-19,0,0.4,46,38684,0,1.1,118.9,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-05-05,"yellow","red"
"1595","Centre",2020-04-10,8,4.1,76,162805,4.9,2.5,46.7,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-03-27,"red","red"
"1596","Clearfield",2020-05-08,0,1.3,30,79388,0,1.6,37.8,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-04-24,"yellow","red"
"1600","Clearfield",2020-08-02,5,3.6,145,79388,6.3,4.5,182.6,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-07-19,"green","green"
"1625","Centre",2020-08-21,5,3.4,419,162805,3.1,2.1,257.4,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-08-07,"return","green"
"1638","Blair",2020-05-15,0,0.6,36,122492,0,0.5,29.4,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-05-01,"yellow","red"
"1695","Mifflin",2020-05-22,0,0.1,59,46222,0,0.3,127.6,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-05-08,"yellow","yellow"
"1723","Union",2020-06-14,0,1.4,84,44785,0,3.2,187.6,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-05-31,"green","green"
"1749","Union",2020-04-25,0,0.3,25,44785,0,0.6,55.8,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-04-11,"red","red"
"1767","Union",2020-08-09,5,8.7,235,44785,11.2,19.5,524.7,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-07-26,"green","green"
"1768","Centre",2020-05-04,0,2.1,115,162805,0,1.3,70.6,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-04-20,"red","red"
"1806","Clinton",2020-08-12,1,1.1,125,38684,2.6,3,323.1,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-07-29,"green","green"
"1850","Blair",2020-04-30,0,0.6,25,122492,0,0.5,20.4,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-04-16,"red","red"
"1860","Union",2020-05-13,1,0.4,36,44785,2.2,1,80.4,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-04-29,"yellow","red"
"1861","Clinton",2020-03-16,0,0,0,38684,0,0,0,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-03-02,"pop","base"
"1863","Blair",2020-07-28,7,6.1,199,122492,5.7,5,162.5,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-07-14,"green","green"
"1864","Union",2020-07-13,3,1.3,107,44785,6.7,2.9,238.9,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-06-29,"green","green"
"1905","Union",2020-03-09,0,0,0,44785,0,0,0,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-02-24,"pop","base"
"1927","Centre",2020-06-22,7,2.7,195,162805,4.3,1.7,119.8,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-06-08,"green","green"
"1960","Blair",2020-06-05,0,0.4,54,122492,0,0.3,44.1,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-05-22,"green","yellow"
"1964","Mifflin",2020-04-28,2,2,37,46222,4.3,4.3,80,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-04-14,"red","red"
"1977","Clearfield",2020-03-01,0,NA,0,79388,0,NA,0,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-02-16,"base","base"
"1995","Mifflin",2020-07-21,0,1.1,84,46222,0,2.5,181.7,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-07-07,"green","green"
"1999","Huntingdon",2020-06-18,1,0.4,240,45168,2.2,0.9,531.3,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-06-04,"green","green"
"2024","Mifflin",2020-07-08,3,0.7,71,46222,6.5,1.5,153.6,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-06-24,"green","green"
"2032","Huntingdon",2020-07-27,1,1.9,286,45168,2.2,4.1,633.2,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-07-13,"green","green"
"2053","Union",2020-03-18,0,0,0,44785,0,0,0,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-03-04,"local","base"
"2063","Clearfield",2020-07-01,2,0.3,76,79388,2.5,0.4,95.7,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-06-17,"green","green"
"2067","Centre",2020-07-03,7,3.6,226,162805,4.3,2.2,138.8,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-06-19,"green","green"
"2103","Clinton",2020-03-27,0,0,0,38684,0,0,0,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-03-13,"red","pop"
"2109","Centre",2020-05-17,1,1.6,139,162805,0.6,1,85.4,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-05-03,"yellow","red"
"2118","Huntingdon",2020-04-12,0,1,11,45168,0,2.2,24.4,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-03-29,"red","red"
"2132","Mifflin",2020-08-22,1,1.9,139,46222,2.2,4,300.7,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-08-08,"return","green"
"2135","Clinton",2020-07-18,0,1,103,38684,0,2.6,266.3,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-07-04,"green","green"
"2189","Blair",2020-04-08,0,0.3,7,122492,0,0.2,5.7,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-03-25,"red","local"
"2194","Huntingdon",2020-04-27,2,2,28,45168,4.4,4.4,62,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-04-13,"red","red"
"2196","Centre",2020-08-04,3,2.6,363,162805,1.8,1.6,223,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-07-21,"green","green"
"2204","Clearfield",2020-06-20,0,1.6,69,79388,0,2,86.9,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-06-06,"green","green"
"2215","Huntingdon",2020-06-25,2,0.7,245,45168,4.4,1.6,542.4,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-06-11,"green","green"
"2218","Union",2020-06-28,0,0.4,92,44785,0,1,205.4,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-06-14,"green","green"
"2228","Huntingdon",2020-05-14,3,7.6,206,45168,6.6,16.8,456.1,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-04-30,"yellow","red"
"2231","Union",2020-08-14,9,10.4,286,44785,20.1,23.3,638.6,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-07-31,"return","green"
"2246","Clearfield",2020-08-17,1,4,202,79388,1.3,5,254.4,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-08-03,"return","green"
"2256","Blair",2020-06-26,1,1.9,75,122492,0.8,1.5,61.2,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-06-12,"green","green"
"2284","Clearfield",2020-06-23,1,1.9,73,79388,1.3,2.3,92,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-06-09,"green","green"
"2285","Blair",2020-03-18,0,0,0,122492,0,0,0,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-03-04,"local","base"
"2288","Clinton",2020-08-19,1,0.6,129,38684,2.6,1.5,333.5,42035,-77.6428376,41.23286274,"POINT (-77.6428376 41.23286274)",2020-08-05,"return","green"
"2318","Centre",2020-04-05,1,3.6,54,162805,0.6,2.2,33.2,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-03-22,"red","local"
"2332","Clearfield",2020-03-16,0,0,0,79388,0,0,0,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-03-02,"pop","base"
"2345","Huntingdon",2020-08-21,0,2.9,348,45168,0,6.3,770.5,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-08-07,"return","green"
"2351","Huntingdon",2020-08-01,1,0.9,290,45168,2.2,1.9,642,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-07-18,"green","green"
"2370","Mifflin",2020-08-19,0,1.4,133,46222,0,3.1,287.7,42087,-77.62003089,40.61274928,"POINT (-77.62003089 40.61274928)",2020-08-05,"return","green"
"2374","Centre",2020-08-15,1,3,396,162805,0.6,1.8,243.2,42027,-77.82500112,40.9193135,"POINT (-77.82500112 40.9193135)",2020-08-01,"return","green"
"2380","Clearfield",2020-07-20,4,1.3,108,79388,5,1.6,136,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-07-06,"green","green"
"2398","Clearfield",2020-04-13,0,1,14,79388,0,1.3,17.6,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-03-30,"red","red"
"2410","Union",2020-08-24,4,7.9,361,44785,8.9,17.5,806.1,42119,-77.06415803,40.96473131,"POINT (-77.06415803 40.96473131)",2020-08-10,"return","green"
"2425","Clearfield",2020-04-20,0,0.3,16,79388,0,0.4,20.2,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-04-06,"red","red"
"2437","Blair",2020-03-24,0,0,0,122492,0,0,0,42013,-78.34907687,40.48555024,"POINT (-78.34907687 40.48555024)",2020-03-10,"local","pop"
"2456","Clearfield",2020-03-29,2,0.6,4,79388,2.5,0.7,5,42033,-78.47558343,41.000429,"POINT (-78.47558343 41.000429)",2020-03-15,"red","pop"
"2472","Huntingdon",2020-05-10,6,18.9,191,45168,13.3,41.7,422.9,42061,-77.9827661,40.416105,"POINT (-77.9827661 40.416105)",2020-04-26,"yellow","red"
